Rk,G,Date,Age,Tm,,Opp,RESULT,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
19,19,12/8/2012,23-104,HOU,,DAL,L (-7),1,45:47:00,10,17,0.588,4,9,0.444,15,16,0.938,0,6,6,9,2,1,6,3,39,34.3,-7
21,20,12/12/2012,23-108,HOU,,WAS,W (+6),1,39:18:00,10,20,0.5,2,6,0.333,9,9,1,1,3,4,2,3,0,5,0,31,22,8
22,21,12/14/2012,23-110,HOU,,BOS,W (+12),1,38:22:00,6,17,0.353,2,7,0.286,7,8,0.875,0,5,5,5,3,0,1,1,21,17.7,16
23,22,12/16/2012,23-112,HOU,@,TOR,L (-7),1,41:20:00,7,18,0.389,0,3,0,14,15,0.933,1,3,4,4,1,1,2,2,28,21.1,-2
24,23,12/17/2012,23-113,HOU,@,NYK,W (+13),1,37:42:00,9,18,0.5,2,6,0.333,8,9,0.889,1,9,10,3,2,0,1,3,28,23.9,13
25,24,12/19/2012,23-115,HOU,,PHI,W (+22),1,37:29:00,7,12,0.583,2,3,0.667,17,18,0.944,0,2,2,7,0,1,2,3,33,30,32
26,25,12/22/2012,23-118,HOU,,MEM,W (+25),1,30:22:00,9,13,0.692,3,3,1,10,12,0.833,0,2,2,8,3,0,3,1,31,30.5,14
27,26,12/25/2012,23-121,HOU,@,CHI,W (+23),1,35:53:00,7,13,0.538,1,2,0.5,11,13,0.846,1,4,5,6,2,1,1,1,26,26.3,26
28,27,12/26/2012,23-122,HOU,@,MIN,W (+3),1,37:37:00,11,22,0.5,2,5,0.4,6,6,1,2,4,6,3,2,1,3,2,30,22.6,-9
29,28,12/28/2012,23-124,HOU,@,SAS,L (-6),1,41:02:00,10,22,0.455,3,4,0.75,10,13,0.769,3,2,5,7,2,0,5,5,33,23,-11
30,29,12/29/2012,23-125,HOU,,OKC,L (-30),1,31:17:00,6,17,0.353,2,7,0.286,11,14,0.786,0,3,3,1,2,0,4,3,25,12.7,-13
31,30,12/31/2012,23-127,HOU,,ATL,W (+19),1,34:10:00,7,17,0.412,2,6,0.333,12,13,0.923,1,1,2,5,2,1,1,1,28,24.3,4
32,31,1/2/2013,23-129,HOU,,NOH,W (+12),1,40:29:00,11,23,0.478,2,8,0.25,7,9,0.778,0,2,2,7,0,0,3,3,31,19.8,13
33,32,1/4/2013,23-131,HOU,@,MIL,W (+14),1,38:09:00,11,18,0.611,2,4,0.5,5,7,0.714,1,1,2,7,4,1,2,3,29,27.4,28
34,33,1/5/2013,23-132,HOU,@,CLE,W (+8),1,37:56:00,6,17,0.353,3,9,0.333,14,15,0.933,0,2,2,3,7,1,5,3,29,23.3,2
35,34,1/8/2013,23-135,HOU,,LAL,W (+13),1,39:31:00,11,19,0.579,1,4,0.25,8,8,1,0,6,6,9,0,0,4,2,31,25.4,11
36,35,1/9/2013,23-136,HOU,@,NOH,L (-9),1,40:35:00,9,18,0.5,2,4,0.5,5,6,0.833,0,4,4,3,1,0,7,4,25,11.3,2
37,36,1/11/2013,23-138,HOU,@,BOS,L (-12),1,39:51:00,9,19,0.474,2,8,0.25,4,7,0.571,0,1,1,5,2,1,6,1,24,13.2,-7
38,37,1/12/2013,23-139,HOU,@,PHI,L (-7),1,44:54:00,10,19,0.526,2,9,0.222,7,8,0.875,1,8,9,6,2,0,4,3,29,23.4,-9
39,38,1/15/2013,23-142,HOU,,LAC,L (-8),1,35:11:00,8,20,0.4,2,9,0.222,5,6,0.833,0,4,4,3,1,0,5,4,23,9.5,-8
40,39,1/16/2013,23-143,HOU,@,DAL,L (-5),1,37:23:00,5,23,0.217,1,8,0.125,9,12,0.75,0,8,8,7,3,0,4,5,20,9,-6
