polarity,tweet
0,bradaltman GrizzliesPR MikeSGallagher DBane0625 NBA memgrizz TCUBasketball Hes only starting at the 3 beca
-0.5,12 casually floating via memgrizz
0,memgrizz DBane0625 I cant even talk trash I like Memphis and you guys gave us Gasol
0,I switched to ATT TV for memgrizz games specifically and they still screwing up the broadcast
0.7,memgrizz JaMorant That was gorgeous
0,Hey memgrizz why not a video tribute to Yuta Watanabe
0,memgrizz JaMorant What a
0,GrizzliesOnFSSE memgrizz Someone flip a switch and fix itYou had one jobOne
0.7,This is what happiness feels like memgrizz
0,memgrizz JaMorant When the reps say they brought food
0.3,Loving the memgrizz throw back BlueJays jerseys tonight vs the raptorsVery CityofVancouver of them
0,memgrizz DBane0625 Pause
0.5,memgrizz JaMorant Listen I love u guys but not tonight
0,VickyCraig99 MattDevlin RodBlackTSN KateBeirness KayNurse11 TSNSports Raptors memgrizz NBATVCanada
-0.4,GrizzliesOnFSSE memgrizz What are yall doing Put the game on
0,memgrizz DBane0625 drake
0,memgrizz JaMorant Yall couldnt wait to post that
0.5,memgrizz JaMorant L nets better you not making the playoffs
0,LeoRautins MattDevlin RodBlackTSN KateBeirness KayNurse11 TSNSports Raptors memgrizz NBATVCanada
0,memgrizz JaMorant Anyone else clicking on fox southeast and instead of Grizzraptors its womens bball
0.45,memgrizz JaMorant Now this is a good one HAHAHA
0,memgrizz JaMorant shouldve done the video version
0.5,thefishnation memgrizz GrizzliesOnFSSE Sure isnt on GrizzliesOnFSSE
0,memgrizz DBane0625 Pause
0,Yuta wacchi1013 back to Memphis FedExForum vs memgrizz
0,memgrizz LFG JaMorant amp my Vancouver memgrizz GrindCity
-0.25,EtLanum23 memgrizz Just casually stating the obvious WEDONTMAKEUPTHENEWS
0.8,JimmyeJordanda3 Raptors memgrizz Great seeing Jonas embrace with the raptors Raptors fans must miss him jmc206
0,memgrizz Turnover Time
0,GrizzliesOnFSSE ChrisVernonShow PetePranica brevinknight22 JonRoser memgrizz yall have a replay of college
0.416666667,The memgrizz are turning over more in the first 2 mins than me when Im sleeping much love to them boys tho
-0.158333333,memgrizz Sloppy ball so far
0,thefishnation memgrizz Raptors GrizzliesOnFSSE PetePranica brevinknight22 UniqueSnacksUSA Valenchunas make R
-0.286111111,memgrizz playing sloppy ball so far very sloppy
-0.4,memgrizz This game is not on TV
1,LZulich MattDevlin RodBlackTSN KateBeirness KayNurse11 TSNSports Raptors memgrizz NBATVCanada PaulJones JLew1050 The best
-0.4,Game TimeDo you know where your snacks arememgrizz vs Raptors starts now on GrizzliesOnFSSE with
-0.4,GrizzliesOnFSSE memgrizz Theres a replay of college womens basketball on Put on the grizz game
0,My memgrizz plays my Raptors so lets go GrindCity NBAAllStar jamorant
-0.4,memgrizz Why isnt the game on TV
0.318181818,memgrizz Time to start a new winning streak
0,GrizzliesOnFSSE memgrizz Why are you showing womens college basketball
0.7,memgrizz Good luck tonight Grizzly brethren
0,LeoRautins MattDevlin RodBlackTSN KateBeirness KayNurse11 TSNSports Raptors memgrizz NBATVCanada
0,memgrizz SHOWTIME
-0.4625,GrizzliesOnFSSE memgrizz yall are showing WCBB on the channel PredsOnFSTN did this crap the other night for the
0,GrizzliesOnFSSE memgrizz Why are you showing women collage basketball
-0.2,memgrizz Follow me or youll lose every game in the future
0,LVanbc MattDevlin RodBlackTSN KateBeirness KayNurse11 TSNSports Raptors memgrizz NBATVCanada PaulJones JLew1050 Its time
-0.283333333,PetePranica memgrizz ATampT streaming program guide says Grizz are on Its a girls college game in the 1st half
0.354166667,GrizzliesPR DBane0625 NBA memgrizz TCUBasketball awesome keep working hard
0,Go grizzlies at FedExForum for Raptors vs memgrizz in Memphis TN w tracywalters bdmc72
