polarity,tweet
-0.083333333,Timberwolves theantedwards Thibs got fired for way less Does Saunders get a pass because of his last name
-0.2,TwolvesPR Timberwolves U guys are shit
0,Timberwolves theantedwards some coaches have jobs they shouldnt have
0,BKLNDLO Timberwolves Hes injured now
0,Timberwolves theantedwards Cant believe he has to develop in this bum franchise with this bum coach
-0.4,BKLNDLO Timberwolves He wont return to the game
-0.6,TwolvesPR Timberwolves Sell the fucking team
0,Timberwolves JFC you should probably just stay in the locker room
-0.6,Timberwolves theantedwards FIRE FUCKING SAUNDERS
0,Timberwolves theantedwards Fire Saunders
0,jjettsMVP Timberwolves Seattle dont deserve us
0.5,Timberwolves FIRE RYAN SAUNDERS THERES PLENTY OF HIGHSCHOOL GAMES TONIGHT ANY OF THE COACHES WOULD BE BETTER
0,TwolvesPR Timberwolves Nah he defo had enough
-1,Timberwolves Fire Saunders Terrible coach and doesnt understand rotations
0.8,TateHoffman9 TwolvesPR Timberwolves Maybe he wont be if the coach plays him lol
0,AntEdwardsFC TwolvesPR Timberwolves PLAY DLO
0,TwolvesPR Timberwolves DaneMooreNBA there it is
0,Timberwolves PLAY JMAC OVER RUBIOS TRASH ASS
0,Timberwolves theantedwards Some teams suck
0,Halftime Twenty point leaddallasmavs 71Timberwolves 51Timmy 18 pts KP 17Luka 10 ptsNowell 14Edwards
0.2,Timberwolves Absolutely slammed on
0.05,TwolvesPR Timberwolves I didnt know we resigned General Soreness
0,Timberwolves Were still beyond ass
0,Timberwolves Why is Saunders still employed How delirious is Glen Taylor Retire KGs number and sell him the team
0,Timberwolves theantedwards fire saunders pls
0,Timberwolves Sell the team to Seattle
0,Timberwolves Tank for whoever the 1 pick in 2021 will be Might as well
0.1,Timberwolves So glad were so well coached and at least a competive roster Oh wait
0,Timberwolves Stop posting your embarrassing yourself
-0.2,Timberwolves Please KarlTowns leave the Wolves man Dont waste your talent there anymore
-0.8,Timberwolves I hate this team
-0.161111111,Timberwolves down 20 at half trusttheprocess
0,TwolvesPR Timberwolves Play Ant at PG not Rubio
